id,label
8073,0.000000
2863,0.000000
6063,0.000000
1649,0.000000
8726,0.000000
10531,0.999999
7143,1.000000
6726,0.000000
2671,0.999720
3690,0.882408
7434,0.999956
4774,1.000000
2191,0.000000
771,0.000000
6629,0.990470
4304,1.000000
1227,1.000000
11918,1.000000
3580,0.999993
8178,0.000000
10835,0.000000
7622,1.000000
4146,0.000000
9510,0.999620
1641,0.000000
6962,0.001585
4183,0.000000
2067,1.000000
1028,0.000000
6716,1.000000
10678,0.000000
7764,0.999974
3533,0.000000
1862,0.000000
10088,0.000000
334,0.000000
10771,1.000000
12376,0.999985
6908,0.999975
4192,1.000000
9823,1.000000
5057,0.000000
10114,0.000000
2071,0.999994
11563,0.000000
4378,1.000000
3647,0.000000
518,0.999696
8844,0.000000
9307,0.000000
7832,0.000000
3531,0.000000
10986,0.000000
9676,0.000000
9094,0.000000
9236,0.000000
3620,0.000000
3915,1.000000
6539,0.999998
5030,0.000057
12442,0.000000
8483,1.000000
1055,0.003280
11044,1.000000
10935,0.999990
11799,0.982954
10390,1.000000
10044,0.000000
9246,0.994657
7601,1.000000
425,0.990442
452,0.999996
1260,0.000000
10372,1.000000
4371,0.000000
9015,0.000000
12437,0.999949
3502,0.000000
6814,1.000000
11790,0.025375
3238,0.999984
1658,1.000000
2025,0.000000
1124,0.000000
8801,1.000000
3473,0.000000
10207,0.999949
11871,0.999507
7639,0.000000
8306,0.999959
1930,1.000000
9030,1.000000
2103,1.000000
12218,0.000000
7166,1.000000
6953,1.000000
7409,0.000000
9169,1.000000
6369,0.000000
8181,0.000000
607,1.000000
7660,1.000000
7086,0.000000
4356,0.000000
7739,0.000000
7598,0.000000
677,0.000000
7226,1.000000
4952,0.999989
5168,0.000000
11134,0.994217
2292,0.000000
10368,1.000000
3619,0.000036
512,0.000000
8550,0.000000
1635,0.998256
417,0.966293
9551,0.999575
2780,0.000000
5690,0.999998
10095,0.000000
608,1.000000
3543,0.000000
2260,1.000000
4941,1.000000
6648,1.000000
3930,0.000000
8063,0.000000
11562,1.000000
8307,0.000000
12403,0.999998
6042,1.000000
1936,0.000000
8322,0.000000
11051,0.000118
12295,0.000000
12091,0.000000
3022,0.000000
9537,1.000000
10355,1.000000
7712,0.000000
1996,1.000000
3324,0.000000
6503,1.000000
10219,0.000000
7716,1.000000
3969,0.999990
9716,0.000000
11657,0.000000
9076,1.000000
11459,0.697454
2428,0.999995
7152,0.000000
6261,0.000000
11540,0.000000
9456,0.999952
9914,0.999168
7895,0.000000
9798,1.000000
12413,0.000000
9386,1.000000
11864,0.000000
8693,1.000000
4696,0.000000
10548,1.000000
9322,1.000000
2056,1.000000
9388,0.999635
2684,1.000000
6935,0.000000
2123,1.000000
4186,0.999943
6792,1.000000
8736,1.000000
1963,0.000000
11408,0.999696
7591,0.998973
8166,1.000000
2251,0.000000
10057,0.000000
11047,1.000000
2045,1.000000
3622,0.000000
965,0.000000
235,1.000000
2575,1.000000
11204,0.999170
6411,0.000000
11923,1.000000
9994,0.000000
1282,0.000000
8360,0.999997
2871,1.000000
5591,1.000000
181,1.000000
6476,1.000000
12309,0.000000
9557,0.999661
5290,0.000000
10730,0.999689
647,0.000000
2114,0.999999
4443,0.999984
6016,1.000000
2444,1.000000
3263,0.000000
1716,0.809413
6864,0.000000
8101,0.999992
5025,0.000000
5103,0.000000
6129,0.000000
5920,0.000000
2373,1.000000
5418,0.515463
8183,1.000000
11180,0.992552
9351,0.000000
9704,0.000000
9310,1.000000
2190,0.000000
2908,0.000000
10297,1.000000
1214,0.999898
8486,1.000000
6912,1.000000
10616,1.000000
11542,0.979584
4715,0.998423
3047,0.000000
4743,0.462096
372,0.000000
4071,1.000000
10485,0.961626
3742,0.999999
2891,1.000000
3875,0.999973
6557,0.000000
11267,0.000000
11298,0.000000
5173,0.999991
10127,1.000000
4458,0.000000
5377,0.997576
600,0.000000
8018,0.999997
11642,1.000000
740,0.000000
7896,1.000000
11893,0.000000
12489,1.000000
5413,1.000000
10447,1.000000
428,0.000000
5136,0.000000
11859,0.000000
5829,1.000000
3718,1.000000
2312,0.000000
6671,1.000000
3441,0.997882
5551,0.999962
5559,1.000000
9362,0.999995
8202,1.000000
10469,0.000000
1081,1.000000
3525,0.000000
6749,0.000000
9150,0.000000
6815,0.999828
10028,0.000000
8265,0.000000
11092,1.000000
8274,0.000000
3863,0.000000
6409,1.000000
6895,1.000000
391,0.000000
9667,1.000000
12459,1.000000
2237,0.000000
2002,0.999966
2857,0.000000
226,0.999999
688,0.999999
5754,0.000000
3187,1.000000
3873,0.000000
2932,0.000000
7157,0.000000
8341,1.000000
5921,0.000000
1763,0.000000
10140,0.997733
778,0.000000
3800,0.965225
2408,0.000000
1756,0.000000
11576,1.000000
8187,1.000000
11697,0.998319
7169,1.000000
3799,0.999997
9328,0.000000
10590,0.000000
8649,0.000000
4991,0.000000
9004,0.999997
4512,1.000000
336,0.000000
12105,0.000000
1322,0.000000
11261,1.000000
5507,1.000000
6276,0.000000
4499,0.993880
4801,1.000000
4951,0.000000
10328,0.000000
3832,0.000000
6559,0.000000
11258,1.000000
2719,1.000000
294,0.000000
4288,0.000000
4060,0.000000
9387,0.000000
2168,0.000000
11698,0.000000
2069,1.000000
10345,1.000000
8695,0.999990
4463,0.000000
3701,1.000000
5024,1.000000
2276,1.000000
1400,1.000000
7973,0.000000
1452,0.999845
6770,0.000000
9147,0.000000
5365,0.000000
5450,1.000000
12483,0.000000
5375,1.000000
8392,0.999999
11004,0.000000
5680,1.000000
6650,0.998333
5913,0.000000
795,0.000000
12384,0.000000
7776,1.000000
1618,0.000000
3237,1.000000
7699,0.000000
1176,0.000000
709,1.000000
2090,0.000000
2759,0.999993
3623,1.000000
10957,1.000000
8508,0.000000
5602,0.972453
11891,0.000000
9293,0.000000
3009,1.000000
12081,0.000000
5574,1.000000
4645,0.000000
2788,1.000000
1980,1.000000
3382,0.000000
8968,0.999938
9811,0.000000
8720,0.987627
9880,1.000000
3025,0.000000
50,0.000000
7193,0.000000
3585,1.000000
2793,0.000000
3672,0.000000
6194,0.000000
2540,0.000000
8362,1.000000
2823,0.000000
3061,0.999949
11813,0.000000
481,1.000000
10812,0.000000
4142,1.000000
1362,0.000000
9694,1.000000
9620,0.000000
2247,0.000000
10273,0.000000
12190,0.000003
7581,0.000000
8792,1.000000
9966,0.000000
7146,0.000000
6510,1.000000
9935,0.999857
1810,0.000000
1895,0.999868
1170,1.000000
11581,0.000000
5113,0.939012
5393,1.000000
3137,0.999587
6917,0.000000
6588,0.999960
4152,0.999998
1991,1.000000
259,0.000000
3836,1.000000
9988,1.000000
9713,0.993848
10159,0.999793
12277,1.000000
9538,0.000000
10582,0.000000
1598,0.000004
11333,0.001590
144,0.000000
7729,0.000000
6372,0.000000
5741,0.000000
9746,0.000000
736,0.736672
8745,1.000000
1778,0.000000
6889,0.000000
3559,0.000000
1399,0.998858
10836,0.000000
8345,0.000000
239,0.000000
726,0.000000
7894,1.000000
7234,1.000000
981,1.000000
3284,1.000000
2619,0.000000
10049,0.000000
5197,0.000000
9152,0.000000
9605,0.000000
2729,0.000000
2887,0.000000
12445,0.000000
10939,0.000000
9178,0.000000
10887,0.000000
3583,0.000000
1454,0.000000
3852,0.000000
198,0.000000
1726,1.000000
4495,0.000000
3538,1.000000
8835,0.999999
9942,0.000000
719,0.912172
8982,1.000000
3912,0.000000
5395,0.997369
3241,1.000000
3282,0.000000
1183,0.990027
8959,0.999999
10268,1.000000
8349,0.000000
6362,0.000000
2808,0.000000
6111,0.999946
5665,1.000000
5101,1.000000
3316,0.000000
11689,0.000000
2286,1.000000
12241,0.000000
10117,0.000000
9317,0.000000
3625,0.000000
9495,0.999999
3542,0.999984
768,1.000000
9179,0.999956
4210,1.000000
4455,0.000000
5576,0.000000
1775,0.000000
10734,0.000000
1162,0.000000
12049,0.000000
781,1.000000
3627,0.939022
7910,0.000000
1535,0.000000
1171,0.000000
2728,0.000000
5517,0.000000
5262,0.000000
2757,1.000000
9384,0.000000
5957,1.000000
163,0.000000
8467,0.999997
1290,1.000000
9685,0.000000
10436,1.000000
12101,0.000000
635,0.000000
10471,0.000000
2485,0.000000
6023,0.000000
7010,1.000000
8808,0.000000
10692,0.999866
2606,0.895552
11302,0.999998
3899,1.000000
497,0.000000
4891,0.000000
3227,0.000000
3393,0.000000
3880,0.000000
2790,0.000000
3500,0.999998
5314,0.937100
2548,0.000000
12167,1.000000
9428,0.999995
12152,0.000000
8822,0.069130
5561,1.000000
5470,0.015693
7365,0.999908
7723,1.000000
2712,0.999968
2715,0.000000
806,0.999965
8941,0.000000
9722,0.000000
4174,0.999171
10597,0.000000
2060,1.000000
6891,0.000000
60,0.000000
2806,1.000000
897,0.000000
626,0.999983
3151,1.000000
10251,1.000000
4062,1.000000
7500,0.996045
7237,1.000000
10934,0.000000
4658,0.000000
6379,1.000000
291,0.000000
986,0.000000
3054,0.000000
5435,0.000000
1091,0.991447
12,0.995578
10695,1.000000
4,1.000000
3217,1.000000
10076,0.000000
9687,1.000000
8632,0.028847
11226,0.000000
4889,1.000000
1714,0.999993
592,0.000000
11354,0.000000
11249,1.000000
5713,0.000000
6589,1.000000
4785,0.000000
12323,1.000000
704,0.000000
9512,0.000000
6388,0.999988
1372,1.000000
9550,1.000000
702,0.000000
10537,0.995775
694,0.950053
4279,0.000000
75,0.000000
5831,1.000000
6288,1.000000
4988,1.000000
4817,0.000000
6218,0.919130
5564,0.000000
616,1.000000
1478,0.000000
8625,0.000000
6262,0.000000
1139,0.000000
5417,0.000000
6480,0.999948
7183,1.000000
580,0.000000
6233,0.000000
7563,1.000000
8902,0.000000
11975,0.525958
7969,1.000000
8689,0.000000
8782,0.000000
8256,0.999976
1167,0.999996
5348,1.000000
4576,0.000000
3834,0.000000
3517,0.000000
5898,1.000000
12036,0.000000
3556,0.000000
10102,0.000000
5371,1.000000
9248,1.000000
11706,1.000000
4483,0.999974
1497,1.000000
9335,1.000000
3098,0.000000
3719,1.000000
4457,1.000000
11322,0.994280
10828,0.000000
9372,1.000000
5431,0.958718
5940,0.000000
9509,1.000000
1798,0.000000
7180,1.000000
11751,0.000000
4694,0.000000
7991,0.000000
6646,0.591056
4811,0.000000
6377,1.000000
498,0.999814
6341,1.000000
1026,0.000000
621,0.000000
4122,0.999534
2092,1.000000
12203,0.000000
8528,0.999994
682,0.000000
5840,0.000000
4758,0.000000
2102,0.999650
4582,0.000000
5073,1.000000
10621,0.000000
712,1.000000
5988,0.968015
7866,0.000000
6873,0.000000
541,0.000000
4043,1.000000
4283,0.000000
10718,0.000000
8167,0.000000
8552,0.001088
486,1.000000
3033,0.000000
11930,0.000000
8205,1.000000
2347,0.000000
10243,0.999949
5996,0.000000
4944,0.000000
8059,0.000000
644,0.999990
916,0.004488
9679,0.999987
10793,0.000000
10644,1.000000
9841,0.196254
8346,0.807149
3981,1.000000
6562,0.000000
10527,0.000000
9121,0.000000
5983,0.999923
9409,1.000000
4602,0.999995
5959,0.000000
11529,0.000000
3812,1.000000
1087,0.999223
2518,0.999848
8454,0.000000
8300,0.000000
4744,1.000000
6630,0.995497
4528,0.000000
1043,0.000000
954,0.000000
632,1.000000
6291,0.000000
8643,0.999968
7421,0.999959
7159,0.000000
2005,0.999636
11696,0.999999
8817,0.104430
3108,0.000000
11634,0.000000
7135,0.999995
6799,1.000000
8781,0.000000
7390,0.999975
3606,1.000000
5560,1.000000
3023,0.000000
412,0.999992
6751,1.000000
5557,0.000000
8019,0.994143
8603,0.999958
11873,0.000000
2979,0.000000
3770,0.999999
3688,1.000000
2503,0.000000
1628,1.000000
524,0.000000
3523,1.000000
484,0.000000
9993,0.000000
1762,1.000000
7929,1.000000
10820,1.000000
11207,0.000000
3357,1.000000
3864,0.000000
1640,1.000000
4416,0.999915
9448,0.999998
6224,0.014465
3733,0.000000
4686,0.000000
12131,0.999997
1053,1.000000
7457,1.000000
10849,0.000000
4611,0.000000
10716,0.000000
11805,1.000000
489,0.999994
12045,0.000000
8878,0.999999
9653,0.000000
1850,0.952980
3288,1.000000
7852,0.000000
4920,0.000000
4329,0.000000
1354,0.000000
9970,1.000000
8724,0.000000
4721,0.000000
10098,1.000000
3902,0.000000
8770,0.000000
3638,0.000000
3993,0.000000
12454,0.000000
9548,1.000000
4861,0.008255
10738,0.007024
11339,0.999956
6408,0.000000
129,0.000000
11553,0.999998
2015,0.991530
9579,0.000000
1230,0.000000
3694,0.000000
5194,0.999998
10797,0.000000
5201,0.000000
12216,0.000000
6397,0.438665
10707,1.000000
3249,0.000000
1424,1.000000
5712,0.000000
11176,1.000000
4726,1.000000
1676,0.999999
8613,1.000000
471,0.000000
5406,1.000000
12121,0.000000
10460,0.000000
12298,1.000000
4330,1.000000
6274,0.000000
581,0.999997
11272,1.000000
2844,0.999997
8478,1.000000
11456,0.000000
12476,1.000000
1229,0.000000
11231,0.001283
10403,1.000000
7148,1.000000
5013,0.000000
11806,1.000000
1848,0.999999
11293,1.000000
8144,0.000000
7770,0.000000
6167,0.000000
8290,0.000000
10419,1.000000
12027,0.000000
4800,0.000000
1730,1.000000
3042,0.000000
12130,0.000000
3292,0.997968
9630,0.999863
7580,0.999989
1011,0.000000
902,0.000000
3926,0.999987
7350,0.999988
12466,0.000000
2376,1.000000
6191,0.000000
10732,0.000000
9221,0.000000
4474,0.000000
1241,1.000000
8702,0.999903
9019,0.000000
11253,1.000000
3894,1.000000
8955,0.000000
5402,1.000000
3877,1.000000
12171,0.000000
8004,0.000000
7033,0.000000
68,0.000000
9517,0.000000
6184,0.000000
10746,0.000000
3224,1.000000
7564,1.000000
315,1.000000
2556,1.000000
7028,0.000000
1577,0.023008
6954,0.000000
384,1.000000
6105,1.000000
3036,0.000000
674,0.000000
525,0.000000
12041,0.999997
6761,0.999997
11564,0.000000
12067,0.000000
2220,1.000000
9031,1.000000
3808,0.999995
4387,0.000000
1191,1.000000
2211,0.999959
4111,0.000000
11849,0.999999
10625,0.842551
2854,0.000000
9288,0.000000
2545,0.000000
6995,0.000000
1498,1.000000
5034,0.000000
7370,0.999181
9611,0.000000
6181,0.000000
4979,0.999997
2819,0.000000
11627,0.999903
9421,1.000000
7765,1.000000
9983,0.000000
8789,1.000000
4359,0.000000
175,1.000000
1536,1.000000
3219,0.000000
5631,0.999760
8311,0.000000
11182,1.000000
10124,1.000000
2815,0.000000
4663,0.000000
6321,1.000000
7232,0.000080
5130,1.000000
5802,0.000000
7285,1.000000
11756,1.000000
2981,0.999999
7577,1.000000
6561,0.000000
6019,1.000000
4068,0.000000
10180,0.000000
2893,0.000000
11719,0.000000
33,0.986272
3524,0.997640
5675,0.999999
3291,1.000000
7238,0.921650
10988,0.000000
4839,0.000000
5666,0.000000
3900,0.000000
10638,0.000000
5618,1.000000
4903,0.000000
1417,0.000000
7668,0.999996
12350,1.000000
4277,0.000000
201,1.000000
5606,0.000000
10883,1.000000
5069,1.000000
2959,0.000000
7307,0.000000
1338,0.000000
1565,0.000000
5994,0.000000
7392,1.000000
7771,0.000000
2299,0.000000
10071,0.000000
10433,0.996141
4563,0.000000
5884,1.000000
7565,0.000000
2736,0.000000
4379,0.000000
9639,0.999995
10726,0.000000
8243,0.490473
7838,0.999985
12368,0.000000
2652,0.000000
9029,0.000000
6212,0.000000
3901,0.000000
9812,0.000000
6094,1.000000
6625,0.018518
11227,0.998727
1386,1.000000
2433,0.999968
6386,0.000000
10893,0.000000
3092,1.000000
687,0.998377
295,0.000000
11187,0.000000
3385,1.000000
10457,0.000000
3987,0.000000
5054,0.000000
8024,0.702360
11620,0.000000
4403,0.000000
7319,0.998898
1809,1.000000
8141,0.000000
6615,0.955144
3598,0.000000
8226,0.000000
2786,0.993043
10058,0.730827
4170,1.000000
6140,0.999908
9813,0.000000
3618,0.000000
11908,0.000000
3145,1.000000
7137,0.000000
8363,0.000000
8464,0.504051
11644,0.000000
4103,0.999974
6294,1.000000
3960,0.987537
6356,1.000000
3188,0.000000
5105,0.000000
6591,1.000000
11835,1.000000
1302,0.000000
9480,1.000000
4451,0.940978
5801,0.799271
3366,1.000000
11088,0.000000
7827,0.999993
4981,0.000000
389,1.000000
11823,1.000000
7422,1.000000
6058,0.000000
6952,0.999977
12115,0.000000
5383,0.992666
7078,0.943516
2197,0.999998
8676,0.986283
6473,1.000000
11683,0.999999
7398,1.000000
1690,1.000000
4681,0.000000
5266,1.000000
2754,0.000000
5872,0.000000
11164,1.000000
8819,1.000000
6292,0.018651
4865,1.000000
1765,0.000000
9927,0.000000
11318,0.000000
7762,0.000000
5104,0.000000
5580,1.000000
3754,0.999960
11942,0.000000
9324,0.000000
7256,1.000000
8757,0.000000
8286,1.000000
7787,0.023072
10930,0.997130
4525,0.000000
2192,0.021939
7532,0.000019
2438,0.999999
8546,0.000000
7163,0.000000
12237,0.999904
333,1.000000
714,0.000000
1826,0.000000
2167,0.000000
6115,0.000000
9277,1.000000
9160,0.000000
4107,0.999774
9357,0.999997
4916,0.000000
4794,0.984569
6577,1.000000
9472,0.999962
5677,1.000000
7261,1.000000
3806,1.000000
1600,0.999542
6132,0.000000
6920,1.000000
9460,0.206004
10504,0.997820
3423,0.000000
7906,1.000000
8418,0.000000
7779,0.000000
7673,0.000000
1953,0.000000
1557,0.999997
5867,0.000000
8222,0.000000
6359,0.000000
10751,0.000000
11734,0.000000
11707,0.987447
6857,0.749762
1352,0.000000
8929,0.000000
1644,1.000000
12300,0.069420
9466,0.000000
11451,0.662460
8935,1.000000
3468,1.000000
6869,0.999371
346,1.000000
1664,0.000000
1982,0.000000
10861,0.999466
5797,0.000000
5749,0.999985
9981,0.000000
10426,0.000000
10799,0.000000
2377,0.000000
12079,0.999986
7987,0.000000
10643,0.000000
4260,1.000000
5171,0.999997
3506,0.999762
3281,0.000000
7962,0.000000
1410,0.000000
1117,0.000000
9950,0.000000
3089,1.000000
938,0.000000
903,0.284038
7104,1.000000
3937,0.555085
1719,1.000000
1870,0.000000
6645,0.000000
10029,0.999987
11936,0.000000
11827,1.000000
5345,0.000000
7510,1.000000
5995,1.000000
4990,0.000000
9010,0.000000
8727,1.000000
11853,0.000000
4242,1.000000
7430,1.000000
670,0.998874
6682,0.000000
1604,0.000000
1128,0.000000
4838,0.661278
8788,0.195730
3369,0.000000
4440,0.000000
6966,0.000000
9883,0.000000
4491,1.000000
5400,1.000000
2796,0.999999
1543,0.000000
2026,0.000000
9312,0.999927
6721,1.000000
5114,1.000000
420,1.000000
5464,0.999997
705,0.999999
11791,1.000000
8413,0.000000
113,1.000000
3943,1.000000
9788,0.999850
7602,0.000000
4995,0.000000
8005,1.000000
5088,0.000000
11277,1.000000
7981,1.000000
1704,0.999984
4722,0.000000
2149,0.000000
3053,0.000000
9048,0.000000
12270,0.352335
3192,0.999967
7281,0.000038
5727,0.000000
10417,0.000000
9172,0.000000
2703,0.000000
11452,0.468428
7638,0.000000
6463,0.000000
2406,0.999998
3741,1.000000
5076,0.000000
1238,1.000000
431,0.999999
8224,1.000000
4806,0.000000
5081,0.999925
9228,0.000000
5703,1.000000
1394,0.000000
664,0.000041
9997,1.000000
9244,1.000000
5824,1.000000
8153,1.000000
3257,0.000000
1815,0.000000
11099,0.000000
6112,0.000000
8773,0.000000
7218,0.940760
4729,1.000000
8113,1.000000
242,0.999999
5573,0.997598
1332,1.000000
3268,0.000000
5966,1.000000
3590,0.000000
4641,0.999947
1370,0.000000
289,1.000000
12145,1.000000
3390,0.000000
6439,0.999667
9546,0.999974
5276,0.999985
5918,0.000000
9844,0.999775
8255,0.999980
857,1.000000
11884,0.000000
915,0.041991
6672,0.999998
12349,0.000000
8951,0.000000
8287,0.000000
11688,0.999435
3759,0.000000
10958,0.000000
5445,0.000000
10067,0.000000
10110,0.999999
126,0.999994
612,1.000000
11054,1.000000
8872,0.000000
4198,1.000000
8429,0.000000
3384,1.000000
1871,0.998915
735,0.999988
4318,0.000000
3168,0.000000
6296,0.000000
10665,0.000000
12054,0.721619
2441,0.000000
1353,1.000000
10572,0.000000
12150,0.089548
10458,1.000000
4234,0.000000
5126,0.000000
8664,0.000000
9483,0.000000
5565,1.000000
12202,0.000000
2830,1.000000
12221,0.000000
6845,0.000000
8514,0.000000
9599,1.000000
3124,0.996367
1891,1.000000
7360,0.000002
805,1.000000
5691,1.000000
81,0.000000
9358,1.000000
2946,0.999996
5909,0.000000
11726,0.000000
5806,0.000000
5673,0.000000
8555,0.000000
196,0.994426
8357,0.997072
559,0.999991
817,0.000000
1723,0.000000
3853,0.000000
3781,0.000000
651,0.999972
835,1.000000
931,0.000000
4364,0.000000
8058,1.000000
7394,0.000000
5584,0.987310
3921,1.000000
9120,0.000000
3122,0.000000
9111,0.998866
5242,1.000000
9165,1.000000
105,0.999978
9909,0.000000
11958,0.999919
8494,0.000000
9432,0.000000
4182,0.000000
8961,1.000000
5280,0.000000
2828,0.000000
12020,0.000000
641,1.000000
1971,0.000000
1112,0.000000
11069,1.000000
10551,0.999996
9954,1.000000
11338,0.000000
1528,0.000000
537,0.000000
10467,0.000000
8071,0.000000
12215,0.000000
2562,1.000000
9731,0.999884
3153,0.000000
1900,0.000000
1847,0.000000
8404,0.000000
7141,1.000000
9934,1.000000
7096,1.000000
9913,0.000000
6696,0.000000
1340,0.478830
